title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,zip_code,parking
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,3600000,3,2,150,80,"Casa en San Felipe del AguaLa casa para uso de oficina o casa habitación.Primer nivelÁrea de cocinaSalaComedorMedio bañoPatio de servicioSegundo nivel3 Recámaras2 baños completosCuenta con cisterna, espacio de estacionamiento.",68026.0,1.0
"Casa en venta en Oaxaca, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca,4500000,4,3,200,380,"CASA EN VENTA con excelente ubicaciónUbicada en la colonia Bravo AhujaA 5 minutos de JalatlacoCITAS WHATSAPP: 9512182762Consta de:4 habitaciones3 baños completosMedio bañoDepartamento a un costadoCon baño completo, 3 recamaras , sala cocina comedorÁrea de lavadoJardín frontalJardín trasero380 m2 de superficie de terrenoCisterna de 8 mil litrosDos tinacos de 1,100 litrosCochera para 4 autos.Precio de $4 millones 500 mil pesos.",68000.0,4.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,11000000,3,2,390,619,"Hermosa casa situada en la zona residencial tranquila y segura en San Felipe del Agua, de estilo rustico con detalles Mediterráneos, con un bonito y amplio jardín con zona de terraza. Orientada al Norte con vista al cerro de San Felipe. En esta casa podrás disfrutar del clima templado de Oaxaca desde cada rincón. Situada a 8 minutos de la fuente de las 8 regiones y área comercial donde encontraras numerosos locales de ocio y bancos.Planta baja:- Sala- Estudio- Comedor- Cocina- Baño completo- 3 pequeñas bodegas- Cochera- Jardín- Área de palapa- TerrazaPlanta Alta:- Recámara principal con baño completo y sala de TV- 2 Recámaras- Baño completoInstalaciones: Gas estacionario, Cisterna 13,000 Lts.",68026.0,1.0
"Casa en venta en Lomas del Creston, Oaxaca de Juárez, Oaxaca C.P. 68024",Nocnok,Casa,lomas del creston,6100000,5,3,250,180,Se vende casa grande cerca del hospital del issste a slo tres cuadras. Tiene 5 recamaras cochera para dos autos. Esta ubicada en privada lugar muy tranquilo,68024.0,2.0
"Casa en venta en San Martin Mexicapan, Oaxaca de Juárez, Oaxaca C.P. 68140",Nocnok,Casa,san martin mexicapan,2800000,3,2,207,148,"Venta de bonita casa de dos niveles. Esta conformada de los siguientes espacios: sala, comedor, cocina, tres recamaras con closet y balcon cada una, dos baños competos, patio de servicio, cuarto de servicio, area de tendido con proteccion, pasillo de servicio con puerta hacia la calle y cochera para un auto. Cuenta con cocina de madera de cedro cob todo y barra, hidroneumatico y cisterna de 5mil litros",68140.0,1.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,19500000,15,11,600,602,"Se Vende Casa en el Centro de Oaxaca$19,500,000Cuenta con 602 m2Tiene dos accesos a la vivienda sobre la calle principal y por la privada(pasó de servidumbre)Cuenta con lo siguiente:2 locales comerciales15 cuartos2 PatiosCisterna de 10,000 ltsPozo de agua2 pequeños departamentos con baño propio.11 Baños",68000.0,
"Casa en venta en Volcanes, Oaxaca de Juárez, Oaxaca C.P. 68020",Nocnok,Casa,volcanes,3300000,3,1,174,114,"SE VENDE AMPLIA CASA EN VOLCANES ZONA NORTE*$ 3,300,000*Planta Baja :Amplia SalaÁrea de ComedorÁrea de CocinaMedió BañoÁrea de ServicioCochera para dos vehículosPlanta Alta3 Amplias recamaras, una de ellas cuenta con pequeña TerrazaBaño completoCuenta con todos los serviciosA una cuadra la calle PrincipalLibre de Gravamen",68020.0,2.0
"Casa en venta en Ejido Guadalupe Victoria, Oaxaca de Juárez, Oaxaca C.P. 68280",Nocnok,Casa,ejido guadalupe victoria,8800000,3,3,342,210,"SE VENDE CASA CERCA DE LA UNIVERSIDAD LA SALLE, EN EJIDO GUADALUPE VICTORIA.$8,800,000??Terreno: 210.88 m2??Construcción: 342.52 m2*Características**Primer Nivel*:Cochera techada para 3 vehículos con portón eléctricoRecibidor con baño para visitasMini Bar con aire acondicionadoJardinera con una mini bodegaSala -ComedorAmplia cocina equipadaAlacenaTerraza con Alberca climatizada*Segundo Nivel:*1 Recámara con Vestidor , Baño completo con canceleria de vidrio templado y aire acondicionado1 Recámara con amplio closet , baño completo con canceleria y aire acondicionado*Tercer Nivel:*Amplia Recamara Principal con aire acondicionado, terraza , lavabo doble, baño, Amplio vestidor y vapor.Cuarto de lavadoCloset de blancosAzotea:Techo completamente con losetaCalentadorHidroneumático*Adicionales*:Cuarto de máquinas para la albercaCerca EléctricaAlarmaVideo porteroCisterna de 20,000 ltsTodas las ventanas cuentan con mosquiteros y cortinas black out.",68277.0,3.0
"Casa en venta en Residencial Álamos, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,residencial alamos,605000,3,1,200,120,"HERMOSA CASA DE DOS NIVELES, CON EXELENTE UBICACIÓN, TODOS LOS SERVICIOSCERCA, ESCUELAS, FARMACIAS, UNIDAD DEPORTIVA DEL CARMEN, VIAS ALTERNAS CARRETERA AJUXTLAHUACA Y RICARDO PEREZ.",68026.0,
"Casa en venta en Guadalupe Victoria, Oaxaca de Juárez, Oaxaca C.P. 68033",Nocnok,Casa,guadalupe victoria,510000,4,3,387,221,": EXCELENTE OPORTUNIDAD DE ADQUIRIR HERMOSACASA A UN ATRACTIVO COSTO Y CON EXCELENTE PLUSVALÍA.LA MEJOR INVERSIÓN EN BIENES RAÍCESLA DISTRIBUCIÓN ES: SALA, COMEDOR, COCINA,4 RECAMARAS AMPLIAS,3.5 BAÑOS,2 LUGARES DE ESTACIONAMIENTO, CUARTO DE LAVADO.EXCELENTE UBICACIÓNCERCA DE: CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS,HOSPITALES, CLINICAS, CAFETERIAS, TIENDAS DE AUTO SERVICIO,BANCOS Y PARQUES",68033.0,1.0
